SURVEYR,BYCOND,descrip_E,descrip_F,DEMCODE,QUESTION,ANSWER1,ANSWER2,ANSWER3,ANSWER4,ANSWER5,ANSWER6,ANSWER7,MOST_POSITIVE_OR_LEAST_NEGATIVE,NEUTRAL_OR_MIDDLE_CATEGORY,MOST_NEGATIVE_OR_LEAST_POSITIVE,AGREE,SCORE5,SCORE100,ANSCOUNT,INDICATORID,SUBINDICATORID,FACTORS,QUES_TYPE
2022,D118D = 1,"Persons with a disability, mobility disability","Personnes en situation de handicap, problème de mobilité",1097,Q60c,6,94,9999,9999,9999,9999,9999,9999,9999,9999,6,99,9999,20,4,16,Persons with a disability,6
2020,D118D = 1,"Persons with a disability, mobility disability","Personnes en situation de handicap, problème de mobilité",1097,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118D = 2,"Persons with a disability, mobility disability not selected","Personnes en situation de handicap, problème de mobilité non sélectionnée",1098,Q60c,12,88,9999,9999,9999,9999,9999,9999,9999,9999,12,99,9999,110,4,16,Persons with a disability,6
2020,D118D = 2,"Persons with a disability, mobility disability not selected","Personnes en situation de handicap, problème de mobilité non sélectionnée",1098,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118E = 1,"Persons with a disability, challenges with flexibility or dexterity","Personnes en situation de handicap, problème de flexibilité ou de dextérité",1099,Q60c,15,85,9999,9999,9999,9999,9999,9999,9999,9999,15,99,9999,15,4,16,Persons with a disability,6
2020,D118E = 1,"Persons with a disability, challenges with flexibility or dexterity","Personnes en situation de handicap, problème de flexibilité ou de dextérité",1099,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118E = 2,"Persons with a disability, challenges with flexibility or dexterity not selected","Personnes en situation de handicap, problème de flexibilité ou de dextérité non sélectionnée",1100,Q60c,11,89,9999,9999,9999,9999,9999,9999,9999,9999,11,99,9999,115,4,16,Persons with a disability,6
2020,D118E = 2,"Persons with a disability, challenges with flexibility or dexterity not selected","Personnes en situation de handicap, problème de flexibilité ou de dextérité non sélectionnée",1100,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118F = 1,"Persons with a disability, mental health disability","Personnes en situation de handicap, problème de santé mentale",1101,Q60c,13,87,9999,9999,9999,9999,9999,9999,9999,9999,13,99,9999,55,4,16,Persons with a disability,6
2020,D118F = 1,"Persons with a disability, mental health disability","Personnes en situation de handicap, problème de santé mentale",1101,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118F = 2,"Persons with a disability, mental health disability not selected","Personnes en situation de handicap, problème de santé mentale non sélectionnée",1102,Q60c,10,90,9999,9999,9999,9999,9999,9999,9999,9999,10,99,9999,70,4,16,Persons with a disability,6
2020,D118F = 2,"Persons with a disability, mental health disability not selected","Personnes en situation de handicap, problème de santé mentale non sélectionnée",1102,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118G = 1,"Persons with a disability, sensory or environmental disability","Personnes en situation de handicap, trouble sensoriel ou lié à lenvironnement",1103,Q60c,23,77,9999,9999,9999,9999,9999,9999,9999,9999,23,99,9999,25,4,16,Persons with a disability,6
2020,D118G = 1,"Persons with a disability, sensory or environmental disability","Personnes en situation de handicap, trouble sensoriel ou lié à lenvironnement",1103,Q60c,33,67,9999,9999,9999,9999,9999,9999,9999,9999,33,99,9999,15,4,16,Persons with a disability,6
2022,D118G = 2,"Persons with a disability, sensory or environmental disability not selected","Personnes en situation de handicap, trouble sensoriel ou lié à lenvironnement non sélectionnée",1104,Q60c,8,92,9999,9999,9999,9999,9999,9999,9999,9999,8,99,9999,100,4,16,Persons with a disability,6
2020,D118G = 2,"Persons with a disability, sensory or environmental disability not selected","Personnes en situation de handicap, trouble sensoriel ou lié à lenvironnement non sélectionnée",1104,Q60c,7,93,9999,9999,9999,9999,9999,9999,9999,9999,7,99,9999,72,4,16,Persons with a disability,6
2022,D118H = 1,"Persons with a disability, chronic health condition or pain","Personnes en situation de handicap, maladie ou douleur chroniques",1105,Q60c,9,91,9999,9999,9999,9999,9999,9999,9999,9999,9,99,9999,40,4,16,Persons with a disability,6
2020,D118H = 1,"Persons with a disability, chronic health condition or pain","Personnes en situation de handicap, maladie ou douleur chroniques",1105,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118H = 2,"Persons with a disability, chronic health condition or pain not selected","Personnes en situation de handicap, maladie ou douleur chroniques non sélectionnée",1106,Q60c,13,87,9999,9999,9999,9999,9999,9999,9999,9999,13,99,9999,85,4,16,Persons with a disability,6
2020,D118H = 2,"Persons with a disability, chronic health condition or pain not selected","Personnes en situation de handicap, maladie ou douleur chroniques non sélectionnée",1106,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118I = 1,"Persons with a disability, cognitive disability","Personnes en situation de handicap, trouble cognitif",1107,Q60c,13,87,9999,9999,9999,9999,9999,9999,9999,9999,13,99,9999,35,4,16,Persons with a disability,6
2020,D118I = 1,"Persons with a disability, cognitive disability","Personnes en situation de handicap, trouble cognitif",1107,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118I = 2,"Persons with a disability, cognitive disability not selected","Personnes en situation de handicap, trouble cognitif non sélectionnée",1108,Q60c,11,89,9999,9999,9999,9999,9999,9999,9999,9999,11,99,9999,90,4,16,Persons with a disability,6
2020,D118I = 2,"Persons with a disability, cognitive disability not selected","Personnes en situation de handicap, trouble cognitif non sélectionnée",1108,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118J = 1,"Persons with a disability, intellectual disability","Personnes en situation de handicap, handicap intellectuel",1109,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Persons with a disability,6
2020,D118J = 1,"Persons with a disability, intellectual disability","Personnes en situation de handicap, handicap intellectuel",1109,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118J = 2,"Persons with a disability, intellectual disability not selected","Personnes en situation de handicap, handicap intellectuel non sélectionnée",1110,Q60c,11,89,9999,9999,9999,9999,9999,9999,9999,9999,11,99,9999,120,4,16,Persons with a disability,6
2020,D118J = 2,"Persons with a disability, intellectual disability not selected","Personnes en situation de handicap, handicap intellectuel non sélectionnée",1110,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118K = 1,"Persons with a disability, other disability","Personnes en situation de handicap, autre handicap",1111,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Persons with a disability,6
2020,D118K = 1,"Persons with a disability, other disability","Personnes en situation de handicap, autre handicap",1111,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118K = 2,"Persons with a disability, other disability not selected","Personnes en situation de handicap, autre handicap non sélectionnée",1112,Q60c,12,88,9999,9999,9999,9999,9999,9999,9999,9999,12,99,9999,125,4,16,Persons with a disability,6
2020,D118K = 2,"Persons with a disability, other disability not selected","Personnes en situation de handicap, autre handicap non sélectionnée",1112,Q60c,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118 = 2,Not a person with a disability,Pas personnes en situation de handicap,1113,Q60c,7,93,9999,9999,9999,9999,9999,9999,9999,9999,7,99,9999,360,4,16,Persons with a disability,6
2020,D118 = 2,Not a person with a disability,Pas personnes en situation de handicap,1113,Q60c,8,92,9999,9999,9999,9999,9999,9999,9999,9999,8,99,9999,355,4,16,Persons with a disability,6
2019,D118 = 2,Not a person with a disability,Pas personnes en situation de handicap,1113,Q60c,5,95,9999,9999,9999,9999,9999,9999,9999,9999,5,99,9999,510,4,16,Persons with a disability,6
2018,D118 = 2,Not a person with a disability,Pas personnes en situation de handicap,1113,Q60c,8,92,9999,9999,9999,9999,9999,9999,9999,9999,8,99,9999,455,4,16,Persons with a disability,6
2022,D119 = 1,Indigenous,Autochtone,1114,Q60c,11,89,9999,9999,9999,9999,9999,9999,9999,9999,11,99,9999,15,4,16,Indigenous and Non-Indigenous Identity,6
2020,D119 = 1,Indigenous,Autochtone,1114,Q60c,0,100,9999,9999,9999,9999,9999,9999,9999,9999,0,99,9999,12,4,16,Indigenous and Non-Indigenous Identity,6
2019,D119 = 1,Indigenous,Autochtone,1114,Q60c,0,100,9999,9999,9999,9999,9999,9999,9999,9999,0,99,9999,28,4,16,Indigenous and Non-Indigenous Identity,6
2018,D119 = 1,Indigenous,Autochtone,1114,Q60c,,,,,,,,,,,,,,,4,16,Indigenous and Non-Indigenous Identity,6
2022,D119A = 1,First Nations,Premières Nations,1115,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Indigenous and Non-Indigenous Identity,6
2020,D119A = 1,First Nations,Premières Nations,1115,Q60c,,,,,,,,,,,,,,,4,16,Indigenous and Non-Indigenous Identity,6
2019,D119A = 1,First Nations,Premières Nations,1115,Q60c,,,,,,,,,,,,,,,4,16,Indigenous and Non-Indigenous Identity,6
2022,D119B = 1,Inuk (Inuit),Inuk (Inuit),1116,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Indigenous and Non-Indigenous Identity,6
2020,D119B = 1,Inuk (Inuit),Inuk (Inuit),1116,Q60c,,,,,,,,,,,,,,,4,16,Indigenous and Non-Indigenous Identity,6
2019,D119B = 1,Inuk (Inuit),Inuk (Inuit),1116,Q60c,,,,,,,,,,,,,,,4,16,Indigenous and Non-Indigenous Identity,6
2022,D119C = 1,Métis,Métis,1117,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Indigenous and Non-Indigenous Identity,6
2020,D119C = 1,Métis,Métis,1117,Q60c,,,,,,,,,,,,,,,4,16,Indigenous and Non-Indigenous Identity,6
2019,D119C = 1,Métis,Métis,1117,Q60c,0,100,9999,9999,9999,9999,9999,9999,9999,9999,0,99,9999,18,4,16,Indigenous and Non-Indigenous Identity,6
2022,D119 = 2,Non-Indigenous,Non-Autochtones,1118,Q60c,9,91,9999,9999,9999,9999,9999,9999,9999,9999,9,99,9999,485,4,16,Indigenous and Non-Indigenous Identity,6
2020,D119 = 2,Non-Indigenous,Non-Autochtones,1118,Q60c,9,91,9999,9999,9999,9999,9999,9999,9999,9999,9,99,9999,427,4,16,Indigenous and Non-Indigenous Identity,6
2019,D119 = 2,Non-Indigenous,Non-Autochtones,1118,Q60c,6,94,9999,9999,9999,9999,9999,9999,9999,9999,6,99,9999,578,4,16,Indigenous and Non-Indigenous Identity,6
2018,D119 = 2,Non-Indigenous,Non-Autochtones,1118,Q60c,,,,,,,,,,,,,,,4,16,Indigenous and Non-Indigenous Identity,6
2022,D120_2 = 1,"Racialized, non-Indigenous population","Racisé, population non-autochtones",1119,Q60c,7,93,9999,9999,9999,9999,9999,9999,9999,9999,7,99,9999,150,4,16,Racial Group,6
2022,D120_2 = 2,"Non-racialized, non-Indigenous population","Non-racisé, population non-autochtones",1120,Q60c,9,91,9999,9999,9999,9999,9999,9999,9999,9999,9,99,9999,285,4,16,Racial Group,6
2022,D120_1 = 1,Black,Noir,1121,Q60c,8,92,9999,9999,9999,9999,9999,9999,9999,9999,8,99,9999,25,4,16,Racial Group,6
2022,D120_1 = 2,East/Southeast Asian,Est-asiatique / Asiatique du Sud-Est,1122,Q60c,7,93,9999,9999,9999,9999,9999,9999,9999,9999,7,99,9999,45,4,16,Racial Group,6
2022,D120_1 = 3,Latino/Latina/Latinx,Latino / Latina / Latinx,1123,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Racial Group,6
2022,D120_1 = 4,Middle Eastern,Moyen-oriental,1124,Q60c,6,94,9999,9999,9999,9999,9999,9999,9999,9999,6,99,9999,25,4,16,Racial Group,6
2022,D120_1 = 5,South Asian,Sud-asiatique,1125,Q60c,0,100,9999,9999,9999,9999,9999,9999,9999,9999,0,99,9999,25,4,16,Racial Group,6
2022,D120_1 = 6,"Racialized group, not included elsewhere","Groupe racisé, non inclus ailleurs",1126,Q60c,7,93,9999,9999,9999,9999,9999,9999,9999,9999,7,99,9999,15,4,16,Racial Group,6
2022,D120_1 = 7,Multiple racialized groups,Groupes racisés multiples,1127,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Racial Group,6
2022,D121 = 1,Eastern Africa,Afrique de l'Est,1128,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Ethnic Region,6
2022,D121 = 2,Northern Africa,Afrique du Nord,1129,Q60c,8,92,9999,9999,9999,9999,9999,9999,9999,9999,8,99,9999,10,4,16,Ethnic Region,6
2022,D121 = 3,Western Africa,Afrique de l'Ouest,1130,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Ethnic Region,6
2022,D121 = 5,Middle Africa,Afrique centrale,1132,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Ethnic Region,6
2022,D121 = 6,Central America,Amérique centrale,1133,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Ethnic Region,6
2022,D121 = 7,South America,Amérique du Sud,1134,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Ethnic Region,6
2022,D121 = 8,Central Asia,Asie centrale,1135,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Ethnic Region,6
2022,D121 = 9,Eastern Asia,Asie de l'Est,1136,Q60c,7,93,9999,9999,9999,9999,9999,9999,9999,9999,7,99,9999,25,4,16,Ethnic Region,6
2022,D121 = 10,Southern Asia,Asie du Sud,1137,Q60c,0,100,9999,9999,9999,9999,9999,9999,9999,9999,0,99,9999,30,4,16,Ethnic Region,6
2022,D121 = 11,South-eastern Asia,Asie du Sud-Est,1138,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Ethnic Region,6
2022,D121 = 12,Western Asia,Asie de l'Ouest,1139,Q60c,4,96,9999,9999,9999,9999,9999,9999,9999,9999,4,99,9999,20,4,16,Ethnic Region,6
2022,D121 = 13,Caribbean,Caraïbes,1140,Q60c,13,87,9999,9999,9999,9999,9999,9999,9999,9999,13,99,9999,10,4,16,Ethnic Region,6
2022,D121 = 14,Eastern Europe,Europe de l'Est,1141,Q60c,15,85,9999,9999,9999,9999,9999,9999,9999,9999,15,99,9999,25,4,16,Ethnic Region,6
2022,D121 = 15,Northern Europe,Europe du Nord,1142,Q60c,11,89,9999,9999,9999,9999,9999,9999,9999,9999,11,99,9999,65,4,16,Ethnic Region,6
2022,D121 = 16,Southern Europe,Europe du Sud,1143,Q60c,11,89,9999,9999,9999,9999,9999,9999,9999,9999,11,99,9999,20,4,16,Ethnic Region,6
2022,D121 = 17,Western Europe,Europe de l'Ouest,1144,Q60c,7,93,9999,9999,9999,9999,9999,9999,9999,9999,7,99,9999,45,4,16,Ethnic Region,6
2022,D121 = 18,Oceania,Océanie,1145,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Ethnic Region,6
2022,D121 = 19,Ethnic Origin not included elsewhere,Origine ethnique non incluse ailleurs,1146,Q60c,5,95,9999,9999,9999,9999,9999,9999,9999,9999,5,99,9999,20,4,16,Ethnic Region,6
2022,D121 = 20,"Two or more Ethnic Origins, Africa only","Deux origines ou plus, Afrique seulement",1147,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Ethnic Region,6
2022,D121 = 21,"Two or more Ethnic Origins, Asia only","Deux origines ou plus, Asie seulement",1148,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Ethnic Region,6
2022,D121 = 22,"Two or more Ethnic Origins, Europe only","Deux origines ou plus, Europe seulement",1149,Q60c,8,92,9999,9999,9999,9999,9999,9999,9999,9999,8,99,9999,45,4,16,Ethnic Region,6
2022,D121 = 23,"Two or more Ethnic Origins, Other","Deux origines ou plus, Autre",1150,Q60c,9,91,9999,9999,9999,9999,9999,9999,9999,9999,9,99,9999,20,4,16,Ethnic Region,6
2022,D122 = 1,Identifies as 2SLGBTQIA+,S'identifie comme 2ELGBTQIA+,1151,Q60c,6,94,9999,9999,9999,9999,9999,9999,9999,9999,6,99,9999,50,4,16,2SLGBTQIA+ Identification,6
2022,D122A = 1,2SLGBTQIA+: Two-spirit,2ELGBTQIA+ : Deux esprits,1152,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,2SLGBTQIA+ Identification,6
2022,D122B = 1,2SLGBTQIA+: Lesbian,2ELGBTQIA+ : Lesbienne,1153,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,2SLGBTQIA+ Identification,6
2022,D122C = 1,2SLGBTQIA+: Gay,2ELGBTQIA+ : Gaie,1154,Q60c,6,94,9999,9999,9999,9999,9999,9999,9999,9999,6,99,9999,15,4,16,2SLGBTQIA+ Identification,6
2022,D122D = 1,2SLGBTQIA+: Bisexual,2ELGBTQIA+ : Bisexuelle,1155,Q60c,5,95,9999,9999,9999,9999,9999,9999,9999,9999,5,99,9999,20,4,16,2SLGBTQIA+ Identification,6
2022,D122E = 1,2SLGBTQIA+: Transgender,2ELGBTQIA+ : Transgenre,1156,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,2SLGBTQIA+ Identification,6
2022,D122F = 1,2SLGBTQIA+: Queer,2ELGBTQIA+ : Queer,1157,Q60c,12,88,9999,9999,9999,9999,9999,9999,9999,9999,12,99,9999,10,4,16,2SLGBTQIA+ Identification,6
2022,D122G = 1,2SLGBTQIA+: Questioning,2ELGBTQIA+ : En questionnement,1158,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,2SLGBTQIA+ Identification,6
2022,D122H = 1,2SLGBTQIA+: Intersex,2ELGBTQIA+ : Intersexuée,1159,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,2SLGBTQIA+ Identification,6
2022,D122I = 1,2SLGBTQIA+: Asexual,2ELGBTQIA+ : Asexuelle,1160,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,2SLGBTQIA+ Identification,6
2022,D122J = 1,2SLGBTQIA+: Another identity,2ELGBTQIA+ : Autre identité,1161,Q60c,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,2SLGBTQIA+ Identification,6
2022,D122 = 2,Does not identify as 2SLGBTQIA+,Ne s'identifie pas comme 2ELGBTQIA+,1162,Q60c,9,91,9999,9999,9999,9999,9999,9999,9999,9999,9,99,9999,435,4,16,2SLGBTQIA+ Identification,6
2022,D120_1 = 8,White,Blanche,1979,Q60c,9,91,9999,9999,9999,9999,9999,9999,9999,9999,9,99,9999,285,4,16,Racial Group,6
2022,Q117 = 1,Man,Homme,1087,Q60d,16,84,9999,9999,9999,9999,9999,9999,9999,9999,16,99,9999,145,4,16,Gender,6
2020,Q117 = 1,Man,Homme,1087,Q60d,17,83,9999,9999,9999,9999,9999,9999,9999,9999,17,99,9999,115,4,16,Gender,6
2019,Q117 = 1,Man,Homme,1087,Q60d,8,92,9999,9999,9999,9999,9999,9999,9999,9999,8,99,9999,176,4,16,Gender,6
2018,Q117 = 1,Man,Homme,1087,Q60d,13,87,9999,9999,9999,9999,9999,9999,9999,9999,13,99,9999,148,4,16,Gender,6
2022,Q117 = 2,Woman,Femme,1088,Q60d,10,90,9999,9999,9999,9999,9999,9999,9999,9999,10,99,9999,330,4,16,Gender,6
2020,Q117 = 2,Woman,Femme,1088,Q60d,16,84,9999,9999,9999,9999,9999,9999,9999,9999,16,99,9999,318,4,16,Gender,6
2019,Q117 = 2,Woman,Femme,1088,Q60d,16,84,9999,9999,9999,9999,9999,9999,9999,9999,16,99,9999,415,4,16,Gender,6
2018,Q117 = 2,Woman,Femme,1088,Q60d,18,82,9999,9999,9999,9999,9999,9999,9999,9999,18,99,9999,370,4,16,Gender,6
2022,Q117 = 3,Another gender,Un autre genre,1089,Q60d,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Gender,6
2020,Q117 = 3,Another gender,Un autre genre,1089,Q60d,,,,,,,,,,,,,,,4,16,Gender,6
2019,Q117 = 3,Another gender,Un autre genre,1089,Q60d,,,,,,,,,,,,,,,4,16,Gender,6
2018,Q117 = 3,Another gender,Un autre genre,1089,Q60d,,,,,,,,,,,,,,,4,16,Gender,6
2022,D118 = 1,Persons with a disability (total),Personnes en situation de handicap (totale),1090,Q60d,17,83,9999,9999,9999,9999,9999,9999,9999,9999,17,99,9999,125,4,16,Persons with a disability,6
2020,D118 = 1,Persons with a disability (total),Personnes en situation de handicap (totale),1090,Q60d,28,72,9999,9999,9999,9999,9999,9999,9999,9999,28,99,9999,87,4,16,Persons with a disability,6
2019,D118 = 1,Persons with a disability (total),Personnes en situation de handicap (totale),1090,Q60d,24,76,9999,9999,9999,9999,9999,9999,9999,9999,24,99,9999,91,4,16,Persons with a disability,6
2018,D118 = 1,Persons with a disability (total),Personnes en situation de handicap (totale),1090,Q60d,33,67,9999,9999,9999,9999,9999,9999,9999,9999,33,99,9999,79,4,16,Persons with a disability,6
2022,D118A = 1,"Persons with a disability, seeing disability","Personnes en situation de handicap, trouble de la vision",1091,Q60d,28,72,9999,9999,9999,9999,9999,9999,9999,9999,28,99,9999,10,4,16,Persons with a disability,6
2020,D118A = 1,"Persons with a disability, seeing disability","Personnes en situation de handicap, trouble de la vision",1091,Q60d,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118A = 2,"Persons with a disability, seeing disability not selected","Personnes en situation de handicap, trouble de la vision non sélectionnée",1092,Q60d,16,84,9999,9999,9999,9999,9999,9999,9999,9999,16,99,9999,115,4,16,Persons with a disability,6
2020,D118A = 2,"Persons with a disability, seeing disability not selected","Personnes en situation de handicap, trouble de la vision non sélectionnée",1092,Q60d,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118B = 1,"Persons with a disability, hearing disability","Personnes en situation de handicap, trouble de laudition",1093,Q60d,19,81,9999,9999,9999,9999,9999,9999,9999,9999,19,99,9999,15,4,16,Persons with a disability,6
2020,D118B = 1,"Persons with a disability, hearing disability","Personnes en situation de handicap, trouble de laudition",1093,Q60d,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118B = 2,"Persons with a disability, hearing disability not selected","Personnes en situation de handicap, trouble de laudition non sélectionnée",1094,Q60d,16,84,9999,9999,9999,9999,9999,9999,9999,9999,16,99,9999,115,4,16,Persons with a disability,6
2020,D118B = 2,"Persons with a disability, hearing disability not selected","Personnes en situation de handicap, trouble de laudition non sélectionnée",1094,Q60d,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118C = 1,"Persons with a disability, speech disability","Personnes en situation de handicap, trouble de la parole",1095,Q60d,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Persons with a disability,6
2022,D118C = 2,"Persons with a disability, speech disability not selected","Personnes en situation de handicap, trouble de la parole non sélectionnée",1096,Q60d,X,X,9999,9999,9999,9999,9999,9999,9999,9999,X,99,9999,,4,16,Persons with a disability,6
2022,D118D = 1,"Persons with a disability, mobility disability","Personnes en situation de handicap, problème de mobilité",1097,Q60d,10,90,9999,9999,9999,9999,9999,9999,9999,9999,10,99,9999,20,4,16,Persons with a disability,6
2020,D118D = 1,"Persons with a disability, mobility disability","Personnes en situation de handicap, problème de mobilité",1097,Q60d,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118D = 2,"Persons with a disability, mobility disability not selected","Personnes en situation de handicap, problème de mobilité non sélectionnée",1098,Q60d,18,82,9999,9999,9999,9999,9999,9999,9999,9999,18,99,9999,110,4,16,Persons with a disability,6
2020,D118D = 2,"Persons with a disability, mobility disability not selected","Personnes en situation de handicap, problème de mobilité non sélectionnée",1098,Q60d,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118E = 1,"Persons with a disability, challenges with flexibility or dexterity","Personnes en situation de handicap, problème de flexibilité ou de dextérité",1099,Q60d,29,71,9999,9999,9999,9999,9999,9999,9999,9999,29,99,9999,15,4,16,Persons with a disability,6
2020,D118E = 1,"Persons with a disability, challenges with flexibility or dexterity","Personnes en situation de handicap, problème de flexibilité ou de dextérité",1099,Q60d,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118E = 2,"Persons with a disability, challenges with flexibility or dexterity not selected","Personnes en situation de handicap, problème de flexibilité ou de dextérité non sélectionnée",1100,Q60d,15,85,9999,9999,9999,9999,9999,9999,9999,9999,15,99,9999,115,4,16,Persons with a disability,6
2020,D118E = 2,"Persons with a disability, challenges with flexibility or dexterity not selected","Personnes en situation de handicap, problème de flexibilité ou de dextérité non sélectionnée",1100,Q60d,,,,,,,,,,,,,,,4,16,Persons with a disability,6
2022,D118F = 1,"Persons with a disability, mental health disability","Personnes en situation de handicap, problème de santé mentale",1101,Q60d,18,82,9999,9999,9999,9999,9999,9999,9999,9999,18,99,9999,55,4,16,Persons with a disability,6
2020,D118F = 1,"Persons with a disability, mental health disability","Personnes en situation de handicap, problème de santé mentale",1101,Q60d,33,67,9999,9999,9999,9999,9999,9999,9999,9999,33,99,9999,39,4,16,Persons with a disability,6
2022,D118F = 2,"Persons with a disability, mental health disability not selected","Personnes en situation de handicap, problème de santé mentale non sélectionnée",1102,Q60d,16,84,9999,9999,9999,9999,9999,9999,9999,9999,16,99,9999,70,4,16,Persons with a disability,6
2020,D118F = 2,"Persons with a disability, mental health disability not selected","Personnes en situation de handicap, problème de santé mentale non sélectionnée",1102,Q60d,24,76,9999,9999,9999,9999,9999,9999,9999,9999,24,99,9999,48,4,16,Persons with a disability,6
2022,D118G = 1,"Persons with a disability, sensory or environmental disability","Personnes en situation de handicap, trouble sensoriel ou lié à lenvironnement",1103,Q60d,27,73,9999,9999,9999,9999,9999,9999,9999,9999,27,99,9999,25,4,16,Persons with a disability,6
2020,D118G = 1,"Persons with a disability, sensory or environmental disability","Personnes en situation de handicap, trouble sensoriel ou lié à lenvironnement",1103,Q60d,33,67,9999,9999,9999,9999,9999,9999,9999,9999,33,99,9999,15,4,16,Persons with a disability,6
2022,D118G = 2,"Persons with a disability, sensory or environmental disability not selected","Personnes en situation de handicap, trouble sensoriel ou lié à lenvironnement non sélectionnée",1104,Q60d,14,86,9999,9999,9999,9999,9999,9999,9999,9999,14,99,9999,100,4,16,Persons with a disability,6
2020,D118G = 2,"Persons with a disability, sensory or environmental disability not selected","Personnes en situation de handicap, trouble sensoriel ou lié à lenvironnement non sélectionnée",1104,Q60d,27,73,9999,9999,9999,9999,9999,9999,9999,9999,27,99,9999,72,4,16,Persons with a disability,6
2022,D118H = 1,"Persons with a disability, chronic health condition or pain","Personnes en situation de handicap, maladie ou douleur chroniques",1105,Q60d,16,84,9999,9999,9999,9999,9999,9999,9999,9999,16,99,9999,40,4,16,Persons with a disability,6
2020,D118H = 1,"Persons with a disability, chronic health condition or pain","Personnes en situation de handicap, maladie ou douleur chroniques",1105,Q60d,28,72,9999,9999,9999,9999,9999,9999,9999,9999,28,99,9999,29,4,16,Persons with a disability,6
2022,D118H = 2,"Persons with a disability, chronic health condition or pain not selected","Personnes en situation de handicap, maladie ou douleur chroniques non sélectionnée",1106,Q60d,17,83,9999,9999,9999,9999,9999,9999,9999,9999,17,99,9999,85,4,16,Persons with a disability,6
2020,D118H = 2,"Persons with a disability, chronic health condition or pain not selected","Personnes en situation de handicap, maladie ou douleur chroniques non sélectionnée",1106,Q60d,28,72,9999,9999,9999,9999,9999,9999,9999,9999,28,99,9999,58,4,16,Persons with a disability,6
